empresa_id,nombre,emisiones_netas,regulacion_id,costo_impuesto,cumple_normativa
EMP006493,Empresa_6493,10692.69,REG009011,128230.98,0
EMP006494,Empresa_6494,-2927.53,REG029620,0.0,1
EMP006495,Empresa_6495,12871.37,REG029620,258270.53,0
EMP006496,Empresa_6496,15029.61,REG004617,202711.39,0
EMP006497,Empresa_6497,11581.94,REG026381,378570.65,0
EMP006498,Empresa_6498,6241.66,REG024888,215254.03,0
EMP006499,Empresa_6499,2181.59,REG024160,47208.17,0
EMP006500,Empresa_6500,18812.54,REG006127,299709.48,0
EMP006501,Empresa_6501,12412.8,REG029620,248292.04,0
EMP006502,Empresa_6502,19361.9,REG029620,399504.46,0
EMP006503,Empresa_6503,16945.84,REG024160,637335.24,0
EMP006504,Empresa_6504,8565.47,REG008575,86763.47,0
EMP006505,Empresa_6505,6882.84,REG007333,234441.37,0
EMP006506,Empresa_6506,19520.02,REG024888,760596.28,0
EMP006507,Empresa_6507,14417.11,REG029620,291905.83,0
EMP006508,Empresa_6508,14707.4,REG026381,490399.61,0
EMP006509,Empresa_6509,5920.67,REG009011,65097.16,0
EMP006510,Empresa_6510,9546.46,REG009011,113066.36,0
EMP006511,Empresa_6511,-1386.23,REG024888,0.0,1
EMP006512,Empresa_6512,6663.43,REG008575,64890.02,0
EMP006513,Empresa_6513,8307.54,REG004617,105577.48,0
EMP006514,Empresa_6514,5913.16,REG009011,64997.8,0
EMP006515,Empresa_6515,14204.64,REG004617,190790.57,0
EMP006516,Empresa_6516,10251.89,REG006127,155633.74,0
EMP006517,Empresa_6517,4957.77,REG009011,52357.99,0
EMP006518,Empresa_6518,12021.48,REG007043,267472.15,0
EMP006519,Empresa_6519,6053.94,REG004617,73012.96,0
EMP006520,Empresa_6520,8929.51,REG009011,104904.11,0
EMP006521,Empresa_6521,12617.96,REG007043,281948.72,0
EMP006522,Empresa_6522,2019.44,REG008575,11484.13,0
EMP006523,Empresa_6523,8217.4,REG007333,287636.93,0
EMP006524,Empresa_6524,10896.95,REG008575,113575.5,0
EMP006525,Empresa_6525,824.55,REG029620,0.0,1
EMP006526,Empresa_6526,9645.4,REG029620,188073.42,0
EMP006527,Empresa_6527,8858.87,REG026381,281139.2,0
EMP006528,Empresa_6528,16567.21,REG024160,622201.4,0
EMP006529,Empresa_6529,17287.68,REG029620,354369.43,0
EMP006530,Empresa_6530,19975.03,REG008575,217973.41,0
EMP006531,Empresa_6531,-9654.96,REG029620,0.0,1
EMP006532,Empresa_6532,15066.58,REG029620,306038.3,0
EMP006533,Empresa_6533,16963.63,REG029620,347318.11,0
EMP006534,Empresa_6534,8551.33,REG024160,301806.68,0
EMP006535,Empresa_6535,5520.31,REG029620,98311.46,0
EMP006536,Empresa_6536,-1848.09,REG006127,0.0,1
EMP006537,Empresa_6537,10682.21,REG007333,385884.26,0
EMP006538,Empresa_6538,14227.22,REG024888,543220.98,0
EMP006539,Empresa_6539,-1694.8,REG024160,0.0,1
EMP006540,Empresa_6540,802.66,REG026381,0.0,1
EMP006541,Empresa_6541,7567.99,REG007043,159385.94,0
EMP006542,Empresa_6542,12907.46,REG024888,489018.44,0
EMP006543,Empresa_6543,14533.22,REG029620,294432.38,0
EMP006544,Empresa_6544,7643.72,REG006127,111738.24,0
EMP006545,Empresa_6545,14363.07,REG009011,176790.11,0
EMP006546,Empresa_6546,7824.07,REG029620,148441.28,0
EMP006547,Empresa_6547,19925.84,REG008575,217407.73,0
EMP006548,Empresa_6548,4598.76,REG024888,147780.13,0
EMP006549,Empresa_6549,6833.64,REG009011,77175.75,0
EMP006550,Empresa_6550,-306.46,REG008575,0.0,1
EMP006551,Empresa_6551,11487.4,REG024160,419161.39,0
EMP006552,Empresa_6552,16607.49,REG029620,339568.5,0
EMP006553,Empresa_6553,1469.53,REG007043,11376.32,0
EMP006554,Empresa_6554,-1015.64,REG006127,0.0,1
EMP006555,Empresa_6555,3039.93,REG008575,23219.77,0
EMP006556,Empresa_6556,6959.51,REG026381,213180.1,0
EMP006557,Empresa_6557,-3966.25,REG026381,0.0,1
EMP006558,Empresa_6558,16214.97,REG008575,174732.73,0
EMP006559,Empresa_6559,7307.69,REG008575,72299.01,0
EMP006560,Empresa_6560,-3975.32,REG006127,0.0,1
EMP006561,Empresa_6561,8088.59,REG024888,291107.45,0
EMP006562,Empresa_6562,633.63,REG007043,0.0,1
EMP006563,Empresa_6563,10990.96,REG009011,132177.09,0
EMP006564,Empresa_6564,7992.21,REG009011,92503.63,0
EMP006565,Empresa_6565,12753.15,REG006127,197729.95,0
EMP006566,Empresa_6566,8283.98,REG024888,299132.11,0
EMP006567,Empresa_6567,-4002.91,REG009011,0.0,1
EMP006568,Empresa_6568,7696.95,REG029620,145675.15,0
EMP006569,Empresa_6569,5722.27,REG024160,188729.15,0
EMP006570,Empresa_6570,1042.7,REG007333,1653.39,0
EMP006571,Empresa_6571,3069.3,REG006127,34750.75,0
EMP006572,Empresa_6572,16520.5,REG007333,618598.5,0
EMP006573,Empresa_6573,11353.82,REG024888,425210.44,0
EMP006574,Empresa_6574,15088.85,REG024888,578608.12,0
EMP006575,Empresa_6575,10758.67,REG008575,111985.28,0
EMP006576,Empresa_6576,5286.07,REG007333,170794.12,0
EMP006577,Empresa_6577,3679.31,REG007043,65007.68,0
EMP006578,Empresa_6578,19878.64,REG024160,754559.26,0
EMP006579,Empresa_6579,13689.21,REG024888,521124.91,0
EMP006580,Empresa_6580,1148.92,REG009011,1966.9,0
EMP006581,Empresa_6581,19025.2,REG024160,720447.26,0
EMP006582,Empresa_6582,8092.57,REG008575,81325.13,0
EMP006583,Empresa_6583,9677.49,REG004617,125373.26,0
EMP006584,Empresa_6584,5717.03,REG029620,102592.09,0
EMP006585,Empresa_6585,-2187.44,REG007043,0.0,1
EMP006586,Empresa_6586,19006.47,REG006127,302973.32,0
EMP006587,Empresa_6587,-7535.7,REG006127,0.0,1
EMP006588,Empresa_6588,3909.42,REG029620,63258.5,0
EMP006589,Empresa_6589,15559.75,REG024888,597947.99,0
EMP006590,Empresa_6590,8298.78,REG008575,83696.54,0
EMP006591,Empresa_6591,18493.44,REG007333,697239.89,0
EMP006592,Empresa_6592,1400.39,REG004617,5769.16,0
EMP006593,Empresa_6593,13658.84,REG009011,167473.15,0
EMP006594,Empresa_6594,4615.92,REG004617,52233.57,0
EMP006595,Empresa_6595,7389.05,REG004617,92305.3,0
EMP006596,Empresa_6596,12620.81,REG029620,252818.34,0
EMP006597,Empresa_6597,-4589.61,REG024160,0.0,1
EMP006598,Empresa_6598,11505.32,REG024888,431432.55,0
EMP006599,Empresa_6599,11122.7,REG007333,403442.19,0
EMP006600,Empresa_6600,2104.82,REG029620,23990.4,0
EMP006601,Empresa_6601,6712.8,REG004617,82533.49,0
EMP006602,Empresa_6602,4129.84,REG007333,124706.79,0
EMP006603,Empresa_6603,14858.1,REG007043,336316.91,0
EMP006604,Empresa_6604,259.68,REG008575,0.0,1
EMP006605,Empresa_6605,2516.12,REG007333,60383.91,0
EMP006606,Empresa_6606,12473.4,REG024888,471191.59,0
EMP006607,Empresa_6607,11750.95,REG007043,260906.38,0
EMP006608,Empresa_6608,2322.59,REG029620,28729.08,0
EMP006609,Empresa_6609,17175.12,REG024888,664291.23,0
EMP006610,Empresa_6610,5962.65,REG024888,203795.09,0
EMP006611,Empresa_6611,-7901.8,REG008575,0.0,1
EMP006612,Empresa_6612,12205.32,REG004617,161900.4,0
EMP006613,Empresa_6613,16356.12,REG024888,630654.9,0
EMP006614,Empresa_6614,6531.15,REG007333,220423.01,0
EMP006615,Empresa_6615,9769.92,REG004617,126708.87,0
EMP006616,Empresa_6616,9101.2,REG007043,196596.95,0
EMP006617,Empresa_6617,8639.54,REG008575,87615.28,0
EMP006618,Empresa_6618,-744.75,REG006127,0.0,1
EMP006619,Empresa_6619,7415.08,REG006127,107890.23,0
EMP006620,Empresa_6620,9534.13,REG024888,350475.77,0
EMP006621,Empresa_6621,14275.62,REG004617,191816.24,0
EMP006622,Empresa_6622,11352.31,REG006127,174153.81,0
EMP006623,Empresa_6623,-2342.72,REG024888,0.0,1
EMP006624,Empresa_6624,4285.93,REG008575,37548.77,0
EMP006625,Empresa_6625,3799.06,REG004617,40429.94,0
EMP006626,Empresa_6626,7100.68,REG004617,88138.35,0
EMP006627,Empresa_6627,8919.56,REG026381,283310.69,0
EMP006628,Empresa_6628,12258.3,REG007333,448707.21,0
EMP006629,Empresa_6629,4631.86,REG026381,129896.79,0
EMP006630,Empresa_6630,5391.75,REG007043,106568.6,0
EMP006631,Empresa_6631,6532.78,REG004617,79932.2,0
EMP006632,Empresa_6632,2411.25,REG008575,15989.95,0
EMP006633,Empresa_6633,2366.39,REG024888,56096.69,0
EMP006634,Empresa_6634,10184.16,REG029620,199796.84,0
EMP006635,Empresa_6635,16206.63,REG024888,624515.35,0
EMP006636,Empresa_6636,363.26,REG009011,0.0,1
EMP006637,Empresa_6637,-392.96,REG009011,0.0,1
EMP006638,Empresa_6638,16420.98,REG007333,614631.63,0
EMP006639,Empresa_6639,3479.25,REG024160,99075.64,0
EMP006640,Empresa_6640,-1201.17,REG029620,0.0,1
EMP006641,Empresa_6641,4108.78,REG024888,127656.65,0
EMP006642,Empresa_6642,10353.8,REG009011,123747.47,0
EMP006643,Empresa_6643,8037.06,REG024888,288991.11,0
EMP006644,Empresa_6644,12455.7,REG024888,470464.65,0
EMP006645,Empresa_6645,4168.59,REG008575,36199.36,0
EMP006646,Empresa_6646,-3166.66,REG008575,0.0,1
EMP006647,Empresa_6647,18659.92,REG008575,202849.65,0
EMP006648,Empresa_6648,-2907.81,REG024888,0.0,1
EMP006649,Empresa_6649,13544.44,REG008575,144021.63,0
EMP006650,Empresa_6650,6453.61,REG006127,91708.69,0
EMP006651,Empresa_6651,545.98,REG024160,0.0,1
EMP006652,Empresa_6652,10956.92,REG004617,143861.02,0
EMP006653,Empresa_6653,8015.21,REG007333,279577.64,0
EMP006654,Empresa_6654,15841.23,REG008575,170434.72,0
EMP006655,Empresa_6655,16656.39,REG024160,625765.92,0
EMP006656,Empresa_6656,8456.39,REG024888,306212.99,0
EMP006657,Empresa_6657,3439.31,REG004617,35231.56,0
EMP006658,Empresa_6658,884.11,REG008575,0.0,1
EMP006659,Empresa_6659,5757.66,REG029620,103476.2,0
EMP006660,Empresa_6660,975.34,REG029620,0.0,1
EMP006661,Empresa_6661,10617.1,REG026381,344048.67,0
EMP006662,Empresa_6662,9042.15,REG029620,174946.7,0
EMP006663,Empresa_6663,12791.94,REG009011,156004.06,0
EMP006664,Empresa_6664,16169.92,REG024888,623007.67,0
EMP006665,Empresa_6665,6532.63,REG004617,79930.03,0
EMP006666,Empresa_6666,-2404.96,REG024888,0.0,1
EMP006667,Empresa_6667,11709.57,REG006127,180166.5,0
EMP006668,Empresa_6668,-4088.28,REG029620,0.0,1
EMP006669,Empresa_6669,4193.44,REG007043,77485.62,0
EMP006670,Empresa_6670,15931.41,REG007043,362366.15,0
EMP006671,Empresa_6671,12552.57,REG026381,413299.79,0
EMP006672,Empresa_6672,4429.6,REG008575,39200.97,0
EMP006673,Empresa_6673,9588.79,REG024160,343273.95,0
EMP006674,Empresa_6674,15711.92,REG007333,586368.5,0
EMP006675,Empresa_6675,7582.33,REG009011,87080.92,0
EMP006676,Empresa_6676,16699.95,REG026381,561693.05,0
EMP006677,Empresa_6677,3296.23,REG024888,94285.22,0
EMP006678,Empresa_6678,-2792.61,REG024888,0.0,1
EMP006679,Empresa_6679,6822.74,REG007043,141298.73,0
EMP006680,Empresa_6680,11356.18,REG029620,225299.99,0
EMP006681,Empresa_6681,9138.92,REG024888,334244.5,0
EMP006682,Empresa_6682,7844.58,REG024888,281085.95,0
EMP006683,Empresa_6683,2581.46,REG007043,38362.86,0
EMP006684,Empresa_6684,1674.79,REG006127,11281.15,0
EMP006685,Empresa_6685,424.08,REG029620,0.0,1
EMP006686,Empresa_6686,11092.13,REG004617,145814.81,0
EMP006687,Empresa_6687,4457.42,REG006127,58112.81,0
EMP006688,Empresa_6688,12223.21,REG006127,188811.06,0
EMP006689,Empresa_6689,10696.77,REG004617,140101.85,0
EMP006690,Empresa_6690,4907.67,REG008575,44698.78,0
EMP006691,Empresa_6691,18982.93,REG008575,206564.27,0
EMP006692,Empresa_6692,-501.95,REG008575,0.0,1
EMP006693,Empresa_6693,13697.16,REG024888,521451.42,0
EMP006694,Empresa_6694,3506.32,REG009011,33155.31,0
EMP006695,Empresa_6695,3683.03,REG024888,110171.1,0
EMP006696,Empresa_6696,13535.88,REG009011,165846.38,0
EMP006697,Empresa_6697,8871.11,REG004617,113721.07,0
EMP006698,Empresa_6698,12490.75,REG029620,249988.24,0
EMP006699,Empresa_6699,9430.81,REG024888,346232.42,0
EMP006700,Empresa_6700,5416.75,REG009011,58430.3,0
EMP006701,Empresa_6701,19948.49,REG029620,412268.66,0
EMP006702,Empresa_6702,10829.81,REG024888,403689.35,0
EMP006703,Empresa_6703,18122.42,REG006127,288094.76,0
EMP006704,Empresa_6704,11362.32,REG007333,412993.45,0
EMP006705,Empresa_6705,6903.54,REG029620,128410.55,0
EMP006706,Empresa_6706,9044.43,REG008575,92271.52,0
EMP006707,Empresa_6707,6814.95,REG024888,238799.05,0
EMP006708,Empresa_6708,5992.67,REG024160,199537.03,0
EMP006709,Empresa_6709,12396.49,REG009011,150772.26,0
EMP006710,Empresa_6710,11114.65,REG009011,133813.51,0
EMP006711,Empresa_6711,13457.25,REG026381,445669.24,0
EMP006712,Empresa_6712,4832.97,REG029620,83354.94,0
EMP006713,Empresa_6713,651.13,REG026381,0.0,1
EMP006714,Empresa_6714,1095.91,REG007333,3774.34,0
EMP006715,Empresa_6715,-1423.05,REG009011,0.0,1
EMP006716,Empresa_6716,5562.03,REG024888,187341.63,0
EMP006717,Empresa_6717,8635.13,REG026381,273133.79,0
EMP006718,Empresa_6718,-4643.89,REG024888,0.0,1
EMP006719,Empresa_6719,709.34,REG029620,0.0,1
EMP006720,Empresa_6720,12376.43,REG024160,454695.92,0
EMP006721,Empresa_6721,6235.59,REG007333,208641.99,0
EMP006722,Empresa_6722,6116.56,REG029620,111285.86,0
EMP006723,Empresa_6723,16248.23,REG007043,370055.37,0
EMP006724,Empresa_6724,-557.09,REG004617,0.0,1
EMP006725,Empresa_6725,1665.43,REG007333,26475.41,0
EMP006726,Empresa_6726,4554.31,REG008575,40635.13,0
EMP006727,Empresa_6727,19564.33,REG006127,312362.11,0
EMP006728,Empresa_6728,-6326.23,REG009011,0.0,1
EMP006729,Empresa_6729,5529.61,REG007333,180501.63,0
EMP006730,Empresa_6730,10021.13,REG009011,119346.24,0
EMP006731,Empresa_6731,11632.75,REG007333,423772.79,0
EMP006732,Empresa_6732,9789.68,REG024888,360971.21,0
EMP006733,Empresa_6733,2080.52,REG024888,44356.01,0
EMP006734,Empresa_6734,6137.9,REG029620,111750.22,0
EMP006735,Empresa_6735,-4261.53,REG024888,0.0,1
EMP006736,Empresa_6736,3377.36,REG026381,85010.78,0
EMP006737,Empresa_6737,12679.19,REG009011,154512.38,0
EMP006738,Empresa_6738,17340.44,REG024888,671080.93,0
EMP006739,Empresa_6739,6619.62,REG004617,81187.04,0
EMP006740,Empresa_6740,10094.77,REG029620,197851.71,0
EMP006741,Empresa_6741,11529.9,REG024160,420860.12,0
EMP006742,Empresa_6742,6351.68,REG007043,129866.1,0
EMP006743,Empresa_6743,9469.04,REG006127,142458.38,0
EMP006744,Empresa_6744,16177.97,REG007043,368350.16,0
EMP006745,Empresa_6745,-556.75,REG007043,0.0,1
EMP006746,Empresa_6746,9482.24,REG007043,205844.79,0
EMP006747,Empresa_6747,5310.06,REG008575,49326.26,0
EMP006748,Empresa_6748,3312.77,REG008575,26357.43,0
EMP006749,Empresa_6749,5138.16,REG007043,100413.97,0
EMP006750,Empresa_6750,10416.0,REG008575,108044.57,0
EMP006751,Empresa_6751,11234.85,REG029620,222659.85,0
EMP006752,Empresa_6752,14619.81,REG007043,330533.62,0
EMP006753,Empresa_6753,-4626.9,REG004617,0.0,1
EMP006754,Empresa_6754,11215.53,REG026381,365460.5,0
EMP006755,Empresa_6755,4064.37,REG004617,44263.67,0
EMP006756,Empresa_6756,10824.81,REG007333,391568.3,0
EMP006757,Empresa_6757,8315.36,REG009011,96778.91,0
EMP006758,Empresa_6758,13998.9,REG009011,171972.14,0
EMP006759,Empresa_6759,1533.63,REG009011,7056.62,0
EMP006760,Empresa_6760,3335.9,REG024888,95914.47,0
EMP006761,Empresa_6761,16631.06,REG024888,641946.69,0
EMP006762,Empresa_6762,12357.96,REG007043,275638.52,0
EMP006763,Empresa_6763,560.58,REG024160,0.0,1
EMP006764,Empresa_6764,17918.45,REG008575,194322.75,0
EMP006765,Empresa_6765,1290.55,REG004617,4181.97,0
EMP006766,Empresa_6766,14713.0,REG026381,490599.97,0
EMP006767,Empresa_6767,9564.68,REG029620,186316.95,0
EMP006768,Empresa_6768,14493.27,REG024888,554147.65,0
EMP006769,Empresa_6769,16990.66,REG024160,639126.7,0
EMP006770,Empresa_6770,1565.77,REG009011,7481.83,0
EMP006771,Empresa_6771,1299.37,REG008575,3203.33,0
EMP006772,Empresa_6772,6712.69,REG007333,227659.19,0
EMP006773,Empresa_6773,-4303.32,REG004617,0.0,1
EMP006774,Empresa_6774,4440.99,REG004617,49705.83,0
EMP006775,Empresa_6775,1557.12,REG004617,8033.91,0
EMP006776,Empresa_6776,11286.53,REG024160,411132.62,0
EMP006777,Empresa_6777,271.65,REG007043,0.0,1
EMP006778,Empresa_6778,10197.19,REG007333,366551.36,0
EMP006779,Empresa_6779,4733.9,REG007043,90602.58,0
EMP006780,Empresa_6780,12278.53,REG004617,162958.29,0
EMP006781,Empresa_6781,7593.95,REG006127,110900.61,0
EMP006782,Empresa_6782,6298.18,REG008575,60689.64,0
EMP006783,Empresa_6783,2010.59,REG024160,40373.3,0
EMP006784,Empresa_6784,15121.97,REG024160,564435.16,0
EMP006785,Empresa_6785,13642.13,REG007043,306805.32,0
EMP006786,Empresa_6786,14732.82,REG024160,548880.83,0
EMP006787,Empresa_6787,16225.52,REG008575,174854.05,0
EMP006788,Empresa_6788,11257.02,REG006127,172550.08,0
EMP006789,Empresa_6789,3322.51,REG004617,33543.8,0
EMP006790,Empresa_6790,3090.25,REG007043,50711.19,0
EMP006791,Empresa_6791,6200.8,REG026381,186033.46,0
EMP006792,Empresa_6792,-8361.19,REG009011,0.0,1
EMP006793,Empresa_6793,1399.01,REG007333,15855.91,0
EMP006794,Empresa_6794,8433.81,REG006127,125035.46,0
EMP006795,Empresa_6795,9478.08,REG004617,122491.78,0
EMP006796,Empresa_6796,6020.22,REG029620,109189.5,0
EMP006797,Empresa_6797,15252.59,REG029620,310085.88,0
EMP006798,Empresa_6798,4377.6,REG009011,44682.34,0
EMP006799,Empresa_6799,7000.38,REG004617,86689.02,0
EMP006800,Empresa_6800,11648.51,REG007333,424400.98,0
EMP006801,Empresa_6801,17076.91,REG024888,660257.75,0
EMP006802,Empresa_6802,8753.86,REG006127,130421.9,0
EMP006803,Empresa_6803,10445.62,REG009011,124962.25,0
EMP006804,Empresa_6804,16383.57,REG006127,258829.92,0
EMP006805,Empresa_6805,7216.18,REG004617,89807.33,0
EMP006806,Empresa_6806,6415.4,REG024160,216433.55,0
EMP006807,Empresa_6807,10376.56,REG007333,373701.05,0
EMP006808,Empresa_6808,5215.2,REG009011,55763.79,0
EMP006809,Empresa_6809,-591.06,REG029620,0.0,1
EMP006810,Empresa_6810,11265.6,REG029620,223328.97,0
EMP006811,Empresa_6811,681.66,REG026381,0.0,1
EMP006812,Empresa_6812,7351.2,REG004617,91758.37,0
EMP006813,Empresa_6813,14986.24,REG007333,557442.9,0
EMP006814,Empresa_6814,7052.77,REG026381,216516.95,0
EMP006815,Empresa_6815,8907.35,REG009011,104610.93,0
EMP006816,Empresa_6816,9733.43,REG008575,100195.02,0
EMP006817,Empresa_6817,11564.23,REG004617,152636.65,0
EMP006818,Empresa_6818,-6145.78,REG006127,0.0,1
EMP006819,Empresa_6819,-3228.62,REG008575,0.0,1
EMP006820,Empresa_6820,14742.65,REG026381,491660.85,0
EMP006821,Empresa_6821,-736.75,REG004617,0.0,1
EMP006822,Empresa_6822,6430.43,REG008575,62210.52,0
EMP006823,Empresa_6823,2223.02,REG029620,26562.43,0
EMP006824,Empresa_6824,12998.83,REG006127,201864.74,0
EMP006825,Empresa_6825,-2360.31,REG006127,0.0,1
EMP006826,Empresa_6826,5345.27,REG024888,178439.29,0
EMP006827,Empresa_6827,-379.01,REG004617,0.0,1
EMP006828,Empresa_6828,14064.79,REG007333,520713.9,0
EMP006829,Empresa_6829,889.3,REG024888,0.0,1
EMP006830,Empresa_6830,-3668.41,REG008575,0.0,1
EMP006831,Empresa_6831,5433.33,REG026381,158573.38,0
EMP006832,Empresa_6832,-7363.68,REG008575,0.0,1
EMP006833,Empresa_6833,5806.73,REG007043,116640.16,0
EMP006834,Empresa_6834,16140.53,REG009011,200305.9,0
EMP006835,Empresa_6835,13387.57,REG007333,493719.91,0
EMP006836,Empresa_6836,19246.14,REG008575,209591.18,0
EMP006837,Empresa_6837,-3367.28,REG004617,0.0,1
EMP006838,Empresa_6838,15055.37,REG007333,560198.42,0
EMP006839,Empresa_6839,2374.73,REG008575,15569.97,0
EMP006840,Empresa_6840,17919.1,REG007333,674346.7,0
EMP006841,Empresa_6841,-1047.16,REG007043,0.0,1
EMP006842,Empresa_6842,7330.34,REG029620,137697.72,0
EMP006843,Empresa_6843,16469.07,REG004617,223511.59,0
EMP006844,Empresa_6844,7481.66,REG006127,109010.77,0
EMP006845,Empresa_6845,12369.87,REG008575,130514.08,0
EMP006846,Empresa_6846,-2609.66,REG024888,0.0,1
EMP006847,Empresa_6847,-3148.7,REG026381,0.0,1
EMP006848,Empresa_6848,-492.36,REG024160,0.0,1
EMP006849,Empresa_6849,15355.38,REG004617,207418.77,0
EMP006850,Empresa_6850,10874.03,REG024888,405505.47,0
EMP006851,Empresa_6851,8176.08,REG004617,103677.88,0
EMP006852,Empresa_6852,13280.78,REG024888,504350.69,0
EMP006853,Empresa_6853,19114.94,REG006127,304798.87,0
EMP006854,Empresa_6854,461.48,REG029620,0.0,1
EMP006855,Empresa_6855,8747.48,REG007333,308765.92,0
EMP006856,Empresa_6856,-1779.21,REG029620,0.0,1
EMP006857,Empresa_6857,6176.9,REG004617,74789.73,0
EMP006858,Empresa_6858,-1253.6,REG024160,0.0,1
EMP006859,Empresa_6859,7040.62,REG007043,146586.67,0
EMP006860,Empresa_6860,7996.18,REG009011,92556.15,0
EMP006861,Empresa_6861,738.17,REG026381,0.0,1
EMP006862,Empresa_6862,1863.16,REG026381,30832.7,0
EMP006863,Empresa_6863,2134.88,REG009011,15011.15,0
EMP006864,Empresa_6864,572.9,REG026381,0.0,1
EMP006865,Empresa_6865,1306.55,REG008575,3285.9,0
EMP006866,Empresa_6866,4006.93,REG029620,65380.31,0
EMP006867,Empresa_6867,12771.48,REG004617,170081.41,0
EMP006868,Empresa_6868,18800.02,REG006127,299498.77,0
EMP006869,Empresa_6869,19544.25,REG024888,761591.4,0
EMP006870,Empresa_6870,9222.41,REG008575,94318.29,0
EMP006871,Empresa_6871,6928.85,REG024160,236956.15,0
EMP006872,Empresa_6872,6766.75,REG029620,125434.0,0
EMP006873,Empresa_6873,7757.49,REG008575,77471.71,0
EMP006874,Empresa_6874,16729.99,REG004617,227281.88,0
EMP006875,Empresa_6875,-2817.01,REG026381,0.0,1
EMP006876,Empresa_6876,11890.25,REG006127,183207.34,0
EMP006877,Empresa_6877,2319.02,REG008575,14929.3,0
EMP006878,Empresa_6878,13865.16,REG024160,514200.46,0
EMP006879,Empresa_6879,17170.84,REG024888,664115.45,0
EMP006880,Empresa_6880,6353.94,REG029620,116451.25,0
EMP006881,Empresa_6881,244.88,REG029620,0.0,1
EMP006882,Empresa_6882,15716.84,REG006127,247608.85,0
EMP006883,Empresa_6883,7731.33,REG026381,240795.82,0
EMP006884,Empresa_6884,11704.79,REG024888,439624.78,0
EMP006885,Empresa_6885,3121.72,REG029620,46118.14,0
EMP006886,Empresa_6886,1015.93,REG007333,586.34,0
EMP006887,Empresa_6887,14234.88,REG007333,527493.69,0
EMP006888,Empresa_6888,10199.59,REG007333,366647.03,0
EMP006889,Empresa_6889,7829.46,REG007043,165731.82,0
EMP006890,Empresa_6890,-2412.27,REG004617,0.0,1
EMP006891,Empresa_6891,9496.87,REG006127,142926.76,0
EMP006892,Empresa_6892,11287.03,REG006127,173055.15,0
EMP006893,Empresa_6893,3674.73,REG024888,109830.22,0
EMP006894,Empresa_6894,11403.53,REG024888,427252.03,0
EMP006895,Empresa_6895,-6145.24,REG026381,0.0,1
EMP006896,Empresa_6896,4057.37,REG007043,74183.2,0
EMP006897,Empresa_6897,15272.07,REG024160,570434.65,0
EMP006898,Empresa_6898,259.28,REG008575,0.0,1
EMP006899,Empresa_6899,4578.07,REG006127,60143.35,0
EMP006900,Empresa_6900,5883.84,REG004617,70555.02,0
EMP006901,Empresa_6901,12808.55,REG029620,256903.56,0
EMP006902,Empresa_6902,2052.99,REG008575,11869.96,0
EMP006903,Empresa_6903,14196.37,REG004617,190671.07,0
EMP006904,Empresa_6904,5631.37,REG008575,53021.33,0
EMP006905,Empresa_6905,-2361.22,REG029620,0.0,1
EMP006906,Empresa_6906,18127.06,REG024160,684548.6,0
EMP006907,Empresa_6907,14919.78,REG004617,201124.35,0
EMP006908,Empresa_6908,306.57,REG026381,0.0,1
EMP006909,Empresa_6909,7495.08,REG029620,141282.46,0
EMP006910,Empresa_6910,18954.07,REG024888,737352.71,0
EMP006911,Empresa_6911,5023.18,REG008575,46027.14,0
EMP006912,Empresa_6912,612.94,REG026381,0.0,1
EMP006913,Empresa_6913,2651.55,REG007333,65782.15,0
EMP006914,Empresa_6914,15503.59,REG006127,244019.85,0
EMP006915,Empresa_6915,10836.69,REG008575,112882.51,0
EMP006916,Empresa_6916,10549.24,REG007333,380584.08,0
EMP006917,Empresa_6917,7227.8,REG026381,222779.52,0
EMP006918,Empresa_6918,1498.04,REG024160,19886.67,0
EMP006919,Empresa_6919,15820.53,REG007043,359675.09,0
EMP006920,Empresa_6920,16977.81,REG006127,268830.98,0
EMP006921,Empresa_6921,2364.8,REG007333,54352.3,0
EMP006922,Empresa_6922,10272.08,REG007333,369536.48,0
EMP006923,Empresa_6923,-5213.33,REG004617,0.0,1
EMP006924,Empresa_6924,15876.22,REG009011,196809.08,0
EMP006925,Empresa_6925,18079.79,REG007333,680751.8,0
EMP006926,Empresa_6926,6141.2,REG004617,74273.87,0
EMP006927,Empresa_6927,685.48,REG007333,0.0,1
EMP006928,Empresa_6928,9954.97,REG004617,129382.84,0
EMP006929,Empresa_6929,12156.1,REG007043,270739.37,0
EMP006930,Empresa_6930,-3901.98,REG007333,0.0,1
EMP006931,Empresa_6931,17398.8,REG024160,655440.05,0
EMP006932,Empresa_6932,12994.75,REG004617,173307.66,0
EMP006933,Empresa_6933,2804.54,REG007043,43777.01,0
EMP006934,Empresa_6934,14656.15,REG009011,180667.56,0
EMP006935,Empresa_6935,18483.29,REG009011,231300.62,0
EMP006936,Empresa_6936,19441.79,REG007043,447563.07,0
EMP006937,Empresa_6937,-3703.64,REG007333,0.0,1
EMP006938,Empresa_6938,2545.14,REG007043,37481.37,0
EMP006939,Empresa_6939,12095.55,REG026381,396947.61,0
EMP006940,Empresa_6940,-3728.21,REG008575,0.0,1
EMP006941,Empresa_6941,11206.16,REG029620,222035.56,0
EMP006942,Empresa_6942,6358.8,REG009011,70893.62,0
EMP006943,Empresa_6943,8275.67,REG008575,83430.78,0
EMP006944,Empresa_6944,18793.89,REG008575,204390.31,0
