empresa_id,tipo_energia,total_inversion,energia_generada_total,emisiones_evitadas_total,retorno_estimado
EMP004166,Eólica,416.19,8717.44,4677.98,0.089
EMP004168,Eólica,463.86,1687.81,4364.21,0.1063
EMP004168,Hidroeléctrica,419.65,8183.15,4958.54,0.0846
EMP004169,Solar,280.23,7328.78,8627.03,0.0325
EMP004170,Hidroeléctrica,352.2,2617.25,48.95,7.1951
EMP004172,Eólica,495.99,1321.93,193.68,2.5609
EMP004173,Geotérmica,240.89,4520.22,4858.99,0.0496
EMP004174,Geotérmica,299.27,4594.55,2296.47,0.1303
EMP004176,Eólica,277.12,3244.26,753.67,0.3677
EMP004176,Geotérmica,45.4,1022.51,2086.17,0.0218
EMP004176,Solar,167.76,7815.3,71.78,2.3371
EMP004177,Biomasa,184.61,4772.63,3657.46,0.0505
EMP004179,Geotérmica,80.19,3910.79,505.76,0.1586
EMP004180,Eólica,195.73,1279.87,1369.94,0.1429
EMP004182,Eólica,347.59,2801.74,2116.96,0.1642
EMP004184,Biomasa,184.7,8178.58,300.51,0.6146
EMP004184,Solar,137.63,8237.58,2732.52,0.0504
EMP004185,Solar,370.81,4821.69,3676.65,0.1009
EMP004186,Solar,163.11,7060.73,2778.4,0.0587
EMP004188,Eólica,146.84,3054.33,672.6,0.2183
EMP004188,Geotérmica,318.03,5414.42,437.29,0.7273
EMP004189,Biomasa,460.24,4036.15,221.23,2.0804
EMP004189,Geotérmica,189.28,9883.52,796.52,0.2376
EMP004189,Hidroeléctrica,250.51,4395.5,1987.57,0.126
EMP004191,Eólica,240.88,3365.25,3395.79,0.0709
EMP004192,Biomasa,247.1,9281.32,4013.75,0.0616
EMP004192,Geotérmica,628.62,9338.3,3356.22,0.1873
EMP004192,Solar,334.74,2841.39,2067.39,0.1619
EMP004193,Eólica,430.03,7579.34,346.39,1.2415
EMP004193,Hidroeléctrica,351.51,3003.43,3346.31,0.105
EMP004194,Solar,294.53,7173.87,4570.1,0.0644
EMP004196,Hidroeléctrica,371.16,7286.45,3409.92,0.1088
EMP004197,Geotérmica,483.4,5231.12,2850.65,0.1696
EMP004198,Biomasa,56.08,7489.95,2225.61,0.0252
EMP004198,Geotérmica,374.51,5020.03,1874.01,0.1998
EMP004198,Solar,364.85,972.39,3276.29,0.1114
EMP004200,Hidroeléctrica,78.89,5432.28,3897.06,0.0202
EMP004200,Solar,454.22,4185.39,1981.93,0.2292
EMP004201,Solar,269.46,6917.26,62.04,4.3433
EMP004206,Geotérmica,266.87,6559.2,2734.25,0.0976
EMP004206,Solar,191.39,7232.26,108.53,1.7635
EMP004207,Geotérmica,363.63,3740.85,1164.85,0.3122
EMP004207,Hidroeléctrica,492.76,3781.63,173.57,2.839
EMP004208,Biomasa,385.83,8852.57,743.85,0.5187
EMP004209,Geotérmica,174.32,8076.06,4869.2,0.0358
EMP004210,Biomasa,172.29,4787.23,3843.3,0.0448
EMP004211,Geotérmica,185.98,2191.25,619.51,0.3002
EMP004214,Geotérmica,368.62,9219.37,6924.43,0.0532
EMP004215,Geotérmica,381.35,5513.16,2909.79,0.1311
EMP004215,Hidroeléctrica,234.92,7984.21,2563.07,0.0917
EMP004216,Solar,111.27,3045.65,920.04,0.1209
EMP004218,Solar,494.19,2209.73,4463.05,0.1107
EMP004219,Hidroeléctrica,404.98,2430.32,3327.84,0.1217
EMP004219,Solar,85.16,6029.28,4107.13,0.0207
EMP004220,Biomasa,153.6,1054.85,4697.46,0.0327
EMP004221,Geotérmica,27.26,9669.31,1047.28,0.026
EMP004221,Solar,214.41,9121.43,3226.22,0.0665
EMP004223,Geotérmica,475.82,3779.11,3795.48,0.1254
EMP004225,Hidroeléctrica,383.01,5804.17,1577.14,0.2429
EMP004227,Biomasa,134.76,5974.52,331.99,0.4059
EMP004227,Solar,113.08,2437.5,3902.35,0.029
EMP004228,Eólica,148.15,7982.75,1258.6,0.1177
EMP004229,Solar,262.74,4355.34,1395.45,0.1883
EMP004230,Biomasa,203.75,5976.63,1782.99,0.1143
EMP004230,Geotérmica,87.21,9494.0,3041.12,0.0287
EMP004231,Biomasa,56.04,9799.27,3918.03,0.0143
EMP004232,Hidroeléctrica,445.29,1888.65,4113.77,0.1082
EMP004233,Biomasa,230.22,6654.2,2900.07,0.0794
EMP004233,Solar,263.23,3893.65,436.16,0.6035
EMP004234,Eólica,833.21,6186.57,2249.36,0.3704
EMP004236,Biomasa,32.0,9080.15,548.37,0.0584
EMP004236,Geotérmica,107.04,10644.9,6175.5,0.0173
EMP004237,Biomasa,132.7,931.64,1832.66,0.0724
EMP004238,Solar,119.6,4169.95,4466.51,0.0268
EMP004240,Biomasa,485.68,4895.32,3231.15,0.1503
EMP004240,Eólica,329.57,5838.05,1049.17,0.3141
EMP004241,Geotérmica,103.67,1345.98,1305.84,0.0794
EMP004243,Geotérmica,378.14,1992.1,4940.46,0.0765
EMP004244,Eólica,251.85,3093.03,1133.4,0.2222
EMP004249,Biomasa,250.56,6713.42,3952.39,0.0634
EMP004249,Geotérmica,28.54,2322.68,3388.61,0.0084
EMP004249,Hidroeléctrica,206.1,9512.83,3163.59,0.0651
EMP004251,Hidroeléctrica,153.98,2386.6,988.91,0.1557
EMP004253,Eólica,314.28,9949.96,1389.01,0.2263
EMP004253,Solar,6.81,1840.17,190.88,0.0357
EMP004254,Biomasa,599.43,3957.65,9758.06,0.0614
EMP004254,Eólica,802.09,4569.81,4258.36,0.1884
EMP004254,Geotérmica,246.89,3545.1,4068.0,0.0607
EMP004255,Biomasa,126.14,4708.34,4409.74,0.0286
EMP004256,Geotérmica,302.24,5022.67,2235.37,0.1352
EMP004256,Solar,354.95,7696.16,900.58,0.3941
EMP004257,Eólica,452.43,8621.98,4219.68,0.1072
EMP004257,Geotérmica,104.92,4613.5,1569.15,0.0669
EMP004258,Eólica,372.79,7423.73,4066.94,0.0917
EMP004259,Biomasa,270.47,9292.02,628.13,0.4306
EMP004260,Biomasa,389.11,1302.62,1487.66,0.2616
EMP004260,Solar,122.76,18044.46,4966.92,0.0247
EMP004262,Geotérmica,218.48,9117.86,3989.07,0.0548
EMP004263,Eólica,455.04,4946.7,3222.53,0.1412
EMP004264,Hidroeléctrica,417.53,4553.91,2041.7,0.2045
EMP004265,Geotérmica,86.44,7392.0,3455.84,0.025
EMP004265,Hidroeléctrica,83.7,1613.56,3337.78,0.0251
EMP004266,Solar,156.11,1002.25,3332.78,0.0468
EMP004268,Eólica,81.29,2289.96,1887.68,0.0431
EMP004269,Solar,252.02,6645.94,1485.06,0.1697
EMP004270,Biomasa,332.81,1133.21,1090.36,0.3052
EMP004270,Hidroeléctrica,794.81,6108.3,4669.42,0.1702
EMP004271,Hidroeléctrica,334.17,4382.31,2240.34,0.1492
EMP004271,Solar,551.42,7237.65,5842.5,0.0944
EMP004272,Biomasa,163.8,9976.39,3264.8,0.0502
EMP004272,Solar,315.9,6822.4,3529.68,0.0895
EMP004273,Biomasa,361.78,3602.3,426.54,0.8482
EMP004273,Geotérmica,446.03,98.52,1585.94,0.2812
EMP004274,Solar,165.62,6255.66,3437.06,0.0482
EMP004275,Biomasa,470.94,6962.83,2144.12,0.2196
EMP004275,Eólica,831.02,13395.35,8237.53,0.1009
EMP004275,Solar,273.43,6691.27,690.3,0.3961
EMP004277,Hidroeléctrica,120.94,5397.13,6930.87,0.0174
EMP004279,Biomasa,360.14,5655.94,2906.08,0.1239
EMP004279,Hidroeléctrica,206.9,2276.98,2268.64,0.0912
EMP004280,Eólica,421.72,4612.35,353.09,1.1944
EMP004282,Geotérmica,175.73,4522.35,32.28,5.4439
EMP004283,Geotérmica,54.0,8180.68,3423.37,0.0158
EMP004284,Biomasa,271.45,2833.23,269.59,1.0069
EMP004286,Hidroeléctrica,361.11,1716.21,2014.95,0.1792
EMP004286,Solar,162.03,3956.5,1704.19,0.0951
EMP004290,Hidroeléctrica,47.43,1281.2,2234.72,0.0212
EMP004291,Eólica,188.43,9841.27,3694.94,0.051
EMP004291,Geotérmica,210.58,4606.19,2906.63,0.0724
EMP004292,Hidroeléctrica,137.56,464.32,953.52,0.1443
EMP004293,Solar,242.2,6797.21,572.69,0.4229
EMP004295,Biomasa,376.31,3682.53,658.58,0.5714
EMP004297,Solar,252.88,3177.61,4341.37,0.0582
EMP004300,Eólica,103.48,7433.58,4659.19,0.0222
EMP004300,Hidroeléctrica,147.34,4949.73,3258.97,0.0452
EMP004301,Eólica,255.38,1541.88,4794.39,0.0533
EMP004304,Biomasa,496.97,3644.28,4501.09,0.1104
EMP004306,Biomasa,121.87,2728.16,2184.3,0.0558
EMP004309,Geotérmica,47.48,8573.84,653.22,0.0727
EMP004312,Hidroeléctrica,460.3,9100.13,2492.98,0.1846
EMP004312,Solar,237.28,2151.62,2822.45,0.0841
EMP004313,Geotérmica,307.45,4374.22,1228.51,0.2503
EMP004315,Biomasa,228.53,3971.5,690.13,0.3311
EMP004317,Eólica,141.01,2276.45,3618.91,0.039
EMP004318,Solar,357.1,7657.17,4644.47,0.0769
EMP004319,Geotérmica,453.85,9265.96,4593.19,0.0988
EMP004320,Eólica,437.4,3898.61,4985.14,0.0877
EMP004322,Hidroeléctrica,360.44,7113.56,4378.35,0.0823
EMP004322,Solar,2.14,2312.73,2710.55,8.0E-4
EMP004323,Hidroeléctrica,171.96,3829.06,3411.47,0.0504
EMP004324,Geotérmica,452.13,3117.11,1620.1,0.2791
EMP004327,Geotérmica,439.58,1166.92,4890.76,0.0899
EMP004329,Solar,293.15,6575.09,3784.74,0.0775
EMP004333,Biomasa,457.32,5044.17,1733.24,0.2639
EMP004336,Biomasa,496.65,1982.98,3702.4,0.1341
EMP004336,Eólica,492.85,256.9,3980.62,0.1238
EMP004337,Biomasa,344.63,2625.0,717.24,0.4805
EMP004340,Hidroeléctrica,213.19,3452.87,3213.25,0.0663
EMP004341,Geotérmica,255.02,2442.14,4822.39,0.0529
EMP004341,Solar,72.43,3306.44,3008.32,0.0241
EMP004342,Hidroeléctrica,433.6,1347.06,2546.37,0.1703
EMP004343,Biomasa,390.5,3787.6,2212.75,0.1765
EMP004343,Eólica,368.4,19232.91,5836.93,0.0631
EMP004344,Eólica,432.54,7722.54,1490.87,0.2901
EMP004345,Eólica,99.38,8957.24,3567.14,0.0279
EMP004345,Solar,359.46,7337.54,2508.87,0.1433
EMP004347,Geotérmica,165.37,2020.08,2453.98,0.0674
EMP004347,Hidroeléctrica,5.26,8450.96,2080.9,0.0025
EMP004348,Biomasa,377.12,334.3,2686.04,0.1404
EMP004350,Geotérmica,255.79,3998.19,2238.45,0.1143
EMP004350,Hidroeléctrica,141.41,5810.67,347.87,0.4065
EMP004351,Hidroeléctrica,277.36,8574.45,1060.39,0.2616
EMP004352,Biomasa,154.43,4023.57,2863.84,0.0539
EMP004352,Geotérmica,695.38,1844.15,9494.59,0.0732
EMP004353,Solar,150.69,4728.85,2802.64,0.0538
EMP004356,Geotérmica,115.71,9246.06,2484.16,0.0466
EMP004356,Hidroeléctrica,382.27,5933.54,155.48,2.4586
EMP004358,Biomasa,434.31,5191.75,1663.27,0.2611
EMP004358,Geotérmica,90.69,4367.19,1235.0,0.0734
EMP004359,Geotérmica,250.14,4313.31,4990.68,0.0501
EMP004360,Solar,61.99,2550.77,1443.46,0.0429
EMP004362,Geotérmica,909.28,13951.68,5082.44,0.1789
EMP004362,Hidroeléctrica,161.59,9499.85,1737.36,0.093
EMP004363,Biomasa,286.87,3120.28,2222.21,0.1291
EMP004363,Hidroeléctrica,398.33,7927.8,86.27,4.6172
EMP004364,Biomasa,10.83,8746.18,1529.16,0.0071
EMP004364,Geotérmica,92.38,4138.47,1645.54,0.0561
EMP004364,Solar,219.2,2019.77,3796.43,0.0577
EMP004367,Hidroeléctrica,270.28,564.46,2676.21,0.101
EMP004368,Biomasa,194.44,1642.26,1885.16,0.1031
EMP004369,Eólica,498.63,6283.45,2673.67,0.1865
EMP004371,Hidroeléctrica,213.73,549.58,3640.63,0.0587
EMP004372,Solar,341.81,8172.4,216.36,1.5798
EMP004373,Geotérmica,296.02,1319.9,806.63,0.367
EMP004375,Biomasa,291.59,9304.5,3688.79,0.079
EMP004376,Biomasa,248.92,1060.12,2018.21,0.1233
EMP004377,Biomasa,167.12,5807.76,437.78,0.3817
EMP004377,Hidroeléctrica,395.65,3470.39,37.85,10.4531
EMP004377,Solar,315.21,5428.61,402.41,0.7833
EMP004380,Biomasa,373.32,5304.1,524.69,0.7115
EMP004380,Hidroeléctrica,303.39,5391.32,985.8,0.3078
EMP004380,Solar,96.21,8849.07,673.83,0.1428
EMP004381,Biomasa,318.72,13931.05,5577.71,0.0571
EMP004384,Hidroeléctrica,498.11,8639.01,1007.22,0.4945
EMP004387,Hidroeléctrica,463.89,3906.6,3616.89,0.1283
EMP004388,Biomasa,568.79,13601.88,6741.65,0.0844
EMP004388,Hidroeléctrica,275.27,8507.03,3448.68,0.0798
EMP004390,Solar,163.93,1979.61,1192.99,0.1374
EMP004394,Eólica,352.71,9572.48,995.67,0.3542
EMP004394,Solar,357.64,2468.21,3410.52,0.1049
EMP004395,Geotérmica,39.37,4874.26,104.31,0.3774
EMP004395,Hidroeléctrica,132.89,4990.1,4726.86,0.0281
EMP004397,Hidroeléctrica,135.76,4256.66,176.96,0.7672
EMP004404,Geotérmica,367.27,633.22,2750.23,0.1335
EMP004405,Geotérmica,678.02,3003.77,6288.88,0.1078
EMP004406,Biomasa,472.59,4417.42,753.95,0.6268
EMP004406,Eólica,87.72,9603.24,2621.29,0.0335
EMP004408,Hidroeléctrica,166.77,8019.03,2336.37,0.0714
EMP004409,Solar,56.06,1100.75,2568.23,0.0218
EMP004410,Biomasa,105.15,3774.12,2932.54,0.0359
EMP004410,Geotérmica,53.28,3402.94,2077.52,0.0256
EMP004413,Eólica,492.89,7922.75,3571.82,0.138
EMP004413,Hidroeléctrica,86.67,1587.28,1711.53,0.0506
EMP004414,Biomasa,346.94,4206.85,372.32,0.9318
EMP004415,Geotérmica,134.19,972.34,534.49,0.2511
EMP004417,Geotérmica,4.56,5504.69,91.47,0.0499
EMP004418,Geotérmica,278.2,9168.87,360.59,0.7715
EMP004421,Solar,212.5,268.62,1169.36,0.1817
EMP004424,Hidroeléctrica,446.98,1967.17,4211.28,0.1061
EMP004427,Solar,589.75,13493.54,3672.15,0.1606
EMP004428,Eólica,227.87,6246.89,3838.03,0.0594
EMP004428,Geotérmica,436.54,7137.17,1593.79,0.2739
EMP004429,Solar,330.17,2215.27,3789.33,0.0871
EMP004433,Hidroeléctrica,140.98,5199.58,3438.39,0.041
EMP004433,Solar,219.68,9647.96,2585.05,0.085
EMP004434,Biomasa,154.16,6790.02,3031.77,0.0508
EMP004434,Eólica,185.74,8561.64,1299.92,0.1429
EMP004434,Geotérmica,19.53,7497.36,170.87,0.1143
EMP004435,Geotérmica,969.78,9734.13,7860.24,0.1234
EMP004436,Geotérmica,126.6,4065.11,4465.83,0.0283
EMP004436,Hidroeléctrica,16.77,2165.29,3179.02,0.0053
EMP004438,Eólica,9.2,8012.46,3603.35,0.0026
EMP004438,Geotérmica,321.46,1655.0,1966.46,0.1635
EMP004439,Biomasa,109.25,7485.9,2904.93,0.0376
EMP004439,Solar,158.82,405.31,3726.91,0.0426
EMP004440,Geotérmica,469.41,6662.59,509.97,0.9205
EMP004440,Solar,271.78,1796.48,3358.08,0.0809
EMP004443,Biomasa,239.65,4032.56,1438.66,0.1666
EMP004443,Eólica,423.4,7689.22,4817.87,0.0879
EMP004444,Eólica,143.99,1342.68,3713.8,0.0388
EMP004448,Eólica,28.03,9930.38,4998.14,0.0056
EMP004449,Biomasa,359.09,1411.48,1178.79,0.3046
EMP004449,Eólica,277.07,2466.98,2939.8,0.0942
EMP004449,Solar,208.05,7629.32,1549.66,0.1343
EMP004450,Hidroeléctrica,441.51,286.16,2425.55,0.182
EMP004451,Geotérmica,489.55,6798.28,782.24,0.6258
EMP004453,Biomasa,227.54,1877.75,1403.45,0.1621
EMP004453,Hidroeléctrica,497.14,8177.81,4839.48,0.1027
EMP004453,Solar,543.57,12463.21,5572.45,0.0975
EMP004455,Hidroeléctrica,156.18,1453.66,1285.91,0.1215
EMP004457,Geotérmica,83.27,5903.13,1979.39,0.0421
EMP004457,Solar,354.44,2239.12,1272.61,0.2785
EMP004458,Eólica,261.83,5839.5,336.13,0.779
EMP004459,Geotérmica,332.33,7719.63,2579.7,0.1288
EMP004459,Hidroeléctrica,369.79,5779.75,1804.16,0.205
EMP004459,Solar,449.69,6084.65,4060.94,0.1107
EMP004460,Geotérmica,275.79,9720.91,1692.38,0.163
EMP004461,Hidroeléctrica,408.3,6706.57,3450.74,0.1183
EMP004462,Eólica,357.2,9295.89,294.23,1.214
EMP004462,Hidroeléctrica,135.2,2802.42,1457.57,0.0928
EMP004463,Biomasa,343.99,2663.57,4682.91,0.0735
EMP004465,Geotérmica,492.31,7422.12,1828.25,0.2693
EMP004468,Geotérmica,216.24,1318.36,3692.18,0.0586
EMP004469,Biomasa,7.7,8586.28,2414.08,0.0032
EMP004469,Geotérmica,46.25,3536.52,1118.38,0.0414
EMP004469,Hidroeléctrica,469.94,7579.19,3004.33,0.1564
EMP004469,Solar,87.59,1305.28,1287.44,0.068
EMP004470,Eólica,89.97,8358.95,726.23,0.1239
EMP004471,Geotérmica,140.1,3096.62,3784.87,0.037
EMP004471,Solar,110.27,8578.78,1173.03,0.094
EMP004473,Biomasa,153.4,4174.11,1213.47,0.1264
EMP004473,Hidroeléctrica,146.05,8446.18,84.76,1.7231
EMP004474,Hidroeléctrica,93.28,8897.45,3288.12,0.0284
EMP004475,Eólica,469.48,6173.17,1687.65,0.2782
EMP004477,Geotérmica,364.46,4323.93,3467.49,0.1051
EMP004478,Biomasa,72.59,6176.36,3551.89,0.0204
EMP004478,Geotérmica,165.62,1490.85,2046.44,0.0809
EMP004482,Biomasa,472.73,7183.47,4263.25,0.1109
EMP004483,Eólica,59.42,8608.82,333.35,0.1783
EMP004484,Eólica,189.44,8916.07,1355.49,0.1398
EMP004484,Geotérmica,674.84,14343.2,2543.59,0.2653
EMP004484,Solar,258.66,3579.25,4708.72,0.0549
EMP004488,Hidroeléctrica,239.65,5293.93,4523.02,0.053
EMP004489,Biomasa,322.41,860.64,3688.15,0.0874
EMP004489,Solar,193.28,2520.69,4782.23,0.0404
EMP004490,Eólica,274.35,8583.49,3691.48,0.0743
EMP004492,Eólica,63.64,762.39,318.36,0.1999
EMP004495,Biomasa,51.81,8611.87,1530.68,0.0338
EMP004495,Geotérmica,369.17,3951.64,2989.89,0.1235
EMP004495,Hidroeléctrica,870.51,13161.69,3003.96,0.2898
EMP004496,Eólica,87.57,6851.93,4070.18,0.0215
EMP004496,Geotérmica,55.55,15231.25,6892.32,0.0081
EMP004498,Solar,230.16,1378.36,616.05,0.3736
EMP004499,Biomasa,489.55,7950.7,4031.02,0.1214
EMP004499,Hidroeléctrica,355.55,7356.78,2073.1,0.1715
EMP004499,Solar,921.19,5642.72,4699.07,0.196
EMP004503,Eólica,461.01,1380.22,4507.61,0.1023
EMP004504,Biomasa,120.0,9638.51,3717.48,0.0323
EMP004505,Geotérmica,150.09,9648.19,1719.23,0.0873
EMP004506,Hidroeléctrica,220.05,9101.92,1899.08,0.1159
EMP004507,Hidroeléctrica,107.7,6153.43,271.44,0.3968
EMP004508,Biomasa,325.43,9693.62,4962.28,0.0656
EMP004508,Eólica,370.01,14387.7,5456.16,0.0678
EMP004509,Biomasa,371.49,2402.79,386.78,0.9605
EMP004511,Biomasa,20.55,2520.25,632.85,0.0325
EMP004511,Geotérmica,485.2,8535.14,3502.16,0.1385
EMP004512,Biomasa,407.34,5049.33,711.67,0.5724
EMP004512,Eólica,17.38,930.46,2895.16,0.006
EMP004513,Hidroeléctrica,185.0,567.88,3687.18,0.0502
EMP004516,Biomasa,403.73,8869.54,3351.56,0.1205
EMP004516,Hidroeléctrica,260.22,17022.95,8093.61,0.0322
EMP004517,Hidroeléctrica,189.9,1172.74,3857.31,0.0492
EMP004520,Solar,69.38,4338.26,3718.66,0.0187
EMP004521,Biomasa,208.72,293.23,3075.07,0.0679
EMP004522,Eólica,54.11,598.5,1706.42,0.0317
EMP004525,Geotérmica,86.73,8554.66,1328.44,0.0653
EMP004526,Solar,332.77,284.35,1503.69,0.2213
EMP004527,Eólica,339.77,156.41,3024.35,0.1123
EMP004528,Hidroeléctrica,402.46,2395.5,4114.36,0.0978
EMP004530,Solar,303.5,3655.86,4475.92,0.0678
EMP004531,Eólica,482.49,6970.83,3299.34,0.1462
EMP004531,Hidroeléctrica,287.52,350.55,2317.13,0.1241
EMP004531,Solar,306.06,8744.79,2635.64,0.1161
EMP004532,Eólica,565.79,10357.98,7001.24,0.0808
EMP004533,Hidroeléctrica,223.71,3593.04,1522.06,0.147
EMP004534,Eólica,842.83,15386.98,4847.37,0.1739
EMP004534,Geotérmica,262.46,1855.34,2708.54,0.0969
EMP004537,Solar,486.72,7183.41,3804.93,0.1279
EMP004539,Hidroeléctrica,484.23,5771.46,3072.77,0.1576
EMP004542,Hidroeléctrica,416.55,4749.97,3819.07,0.1091
EMP004543,Solar,304.69,6223.57,172.98,1.7614
EMP004545,Solar,349.57,4264.57,4628.38,0.0755
EMP004546,Geotérmica,166.78,5671.02,201.44,0.8279
EMP004546,Hidroeléctrica,60.7,9907.66,3992.37,0.0152
EMP004546,Solar,104.79,128.83,483.5,0.2167
EMP004548,Biomasa,21.27,1992.98,4373.97,0.0049
EMP004550,Biomasa,254.2,9518.11,3644.17,0.0698
EMP004550,Eólica,350.3,8750.36,3713.8,0.0943
EMP004551,Solar,306.47,9334.19,528.76,0.5796
EMP004552,Hidroeléctrica,441.27,9460.81,977.37,0.4515
EMP004554,Eólica,163.32,9009.88,4634.15,0.0352
EMP004554,Geotérmica,466.3,3730.5,3197.68,0.1458
EMP004554,Hidroeléctrica,307.35,5692.44,1516.39,0.2027
EMP004557,Hidroeléctrica,318.75,434.08,2900.71,0.1099
EMP004557,Solar,236.83,202.02,562.37,0.4211
EMP004558,Hidroeléctrica,44.34,8431.67,4014.87,0.011
EMP004558,Solar,474.86,3743.6,3903.98,0.1216
EMP004563,Geotérmica,168.53,1054.51,3414.86,0.0494
EMP004563,Hidroeléctrica,293.39,5400.93,2307.17,0.1272
EMP004565,Biomasa,398.81,7132.34,3306.73,0.1206
EMP004566,Eólica,32.8,1338.56,4516.99,0.0073
EMP004567,Biomasa,158.16,9037.94,2022.9,0.0782
EMP004568,Hidroeléctrica,371.74,835.49,4757.96,0.0781
EMP004569,Solar,261.54,1658.93,4974.98,0.0526
EMP004570,Biomasa,127.92,5327.34,353.45,0.3619
EMP004570,Solar,120.4,9129.16,4375.37,0.0275
EMP004571,Geotérmica,12.6,9968.23,1733.44,0.0073
EMP004572,Hidroeléctrica,463.78,87.02,2937.04,0.1579
EMP004574,Hidroeléctrica,234.27,7565.41,3885.96,0.0603
EMP004577,Hidroeléctrica,248.24,1688.52,1882.58,0.1319
EMP004579,Geotérmica,454.48,812.57,3156.73,0.144
EMP004579,Hidroeléctrica,303.9,128.29,3844.39,0.0791
EMP004580,Hidroeléctrica,435.46,2653.54,958.18,0.4545
EMP004582,Eólica,198.74,7598.66,3830.27,0.0519
EMP004582,Geotérmica,468.85,6223.65,2080.02,0.2254
EMP004583,Hidroeléctrica,480.57,8233.33,3720.51,0.1292
EMP004584,Geotérmica,333.18,2017.3,1674.29,0.199
EMP004585,Biomasa,401.47,2148.41,4670.03,0.086
EMP004585,Hidroeléctrica,428.65,7580.46,770.47,0.5563
EMP004587,Solar,242.17,8429.44,1647.94,0.147
EMP004589,Biomasa,288.79,4709.59,2632.12,0.1097
EMP004591,Hidroeléctrica,36.16,9623.33,4633.46,0.0078
EMP004593,Geotérmica,83.1,2215.52,660.94,0.1257
EMP004596,Geotérmica,290.31,3348.07,4686.48,0.0619
EMP004596,Hidroeléctrica,682.18,17609.87,7037.63,0.0969
EMP004597,Eólica,82.69,1428.1,3917.46,0.0211
EMP004599,Biomasa,347.38,2462.98,365.57,0.9502
EMP004599,Geotérmica,299.72,1493.47,3856.14,0.0777
EMP004600,Biomasa,22.56,720.36,2197.23,0.0103
EMP004601,Hidroeléctrica,352.87,9864.94,2093.86,0.1685
EMP004602,Biomasa,323.42,1869.03,3622.13,0.0893
EMP004602,Eólica,100.0,3079.06,474.16,0.2109
EMP004603,Geotérmica,242.04,8706.36,1265.98,0.1912
EMP004604,Biomasa,613.28,2106.7,970.73,0.6318
EMP004604,Hidroeléctrica,312.87,873.56,3177.28,0.0985
EMP004604,Solar,165.53,7695.45,2012.84,0.0822
EMP004606,Biomasa,364.05,3600.13,3308.92,0.11
EMP004609,Solar,177.32,1580.69,3831.5,0.0463
EMP004610,Biomasa,170.67,7677.37,3165.68,0.0539
EMP004614,Eólica,248.3,3394.21,1773.25,0.14
EMP004617,Geotérmica,279.18,5025.94,634.44,0.44
EMP004618,Biomasa,454.95,5734.98,532.84,0.8538
EMP004618,Eólica,298.07,5339.65,4383.44,0.068
EMP004619,Eólica,576.32,2525.94,5161.03,0.1117
EMP004620,Biomasa,237.91,5845.33,1039.25,0.2289
EMP004620,Eólica,56.59,3049.5,2109.58,0.0268
EMP004620,Solar,156.49,6377.08,1716.24,0.0912
EMP004622,Hidroeléctrica,371.75,5452.31,3737.34,0.0995
EMP004623,Geotérmica,152.89,3920.39,1847.61,0.0828
EMP004624,Solar,6.99,4087.53,3375.82,0.0021
EMP004626,Biomasa,338.55,2345.76,21.97,15.4096
EMP004627,Eólica,6.1,4192.09,216.0,0.0282
EMP004628,Eólica,222.19,3434.08,4515.52,0.0492
EMP004628,Hidroeléctrica,60.53,7744.47,527.13,0.1148
EMP004629,Biomasa,482.04,9665.95,84.67,5.6932
EMP004630,Geotérmica,370.61,7635.63,77.49,4.7827
EMP004631,Eólica,246.69,3853.36,527.2,0.4679
EMP004633,Geotérmica,483.56,7060.86,2788.66,0.1734
EMP004634,Biomasa,159.17,9089.54,2855.7,0.0557
EMP004634,Hidroeléctrica,174.16,8544.29,575.59,0.3026
EMP004634,Solar,414.32,7309.59,3302.02,0.1255
EMP004635,Biomasa,381.16,3894.67,2796.09,0.1363
EMP004636,Hidroeléctrica,38.12,7569.27,3863.37,0.0099
EMP004638,Hidroeléctrica,240.13,8343.42,1736.44,0.1383
EMP004639,Biomasa,334.34,6830.52,433.58,0.7711
EMP004639,Geotérmica,433.92,5546.0,4563.22,0.0951
EMP004639,Solar,73.96,9631.49,335.67,0.2203
EMP004640,Biomasa,168.87,3960.72,3844.23,0.0439
EMP004642,Hidroeléctrica,204.99,1460.52,3618.67,0.0566
EMP004642,Solar,476.87,1822.14,2287.64,0.2085
EMP004644,Eólica,87.92,8881.74,3700.23,0.0238
EMP004646,Hidroeléctrica,290.98,8732.12,1603.48,0.1815
EMP004650,Eólica,356.87,5885.57,903.47,0.395
EMP004652,Eólica,125.2,2710.59,4500.85,0.0278
EMP004653,Biomasa,206.58,4461.15,2454.81,0.0842
EMP004654,Biomasa,174.17,390.28,3943.42,0.0442
EMP004654,Geotérmica,415.63,4312.31,2672.06,0.1555
EMP004655,Eólica,147.61,7342.21,1557.39,0.0948
EMP004656,Biomasa,417.31,7713.35,4432.79,0.0941
EMP004656,Eólica,41.3,7985.18,3215.28,0.0128
EMP004656,Geotérmica,316.14,4924.49,447.47,0.7065
EMP004656,Solar,281.27,9710.41,838.24,0.3355
EMP004657,Solar,315.34,5757.19,3292.01,0.0958
EMP004658,Eólica,494.08,3406.73,1172.96,0.4212
EMP004659,Geotérmica,152.25,4744.47,2987.09,0.051
EMP004660,Geotérmica,345.48,4112.95,4621.92,0.0747
EMP004662,Eólica,223.88,2952.69,4607.68,0.0486
EMP004663,Eólica,267.82,6369.71,2165.82,0.1237
